Distance;Altitude;Easting;Northing;Longitude;Latitude
4003.5;2171.8;2772386.6;1180641.6;9.695184;46.754651
4038.9;2186.6;2772417.8;1180624.9;9.695586;46.754493
4073.6;2195.2;2772449.7;1180611.2;9.695999;46.754361
4120.3;2202.8;2772495.23;1180600.6;9.69659;46.754254
4167.1;2211.1;2772540.77;1180590;9.697182;46.754147
4213.8;2217.7;2772586.3;1180579.4;9.697774;46.75404
4266.2;2223.6;2772630.2;1180550.8;9.698337;46.753772
4320.8;2226.4;2772679.6;1180527.7;9.698975;46.753551
4363.3;2232.8;2772719.45;1180512.93;9.699491;46.753408
4405.8;2240.9;2772759.3;1180498.15;9.700006;46.753265
4448.3;2254.1;2772799.15;1180483.38;9.700522;46.753121
4490.8;2261.4;2772839;1180468.6;9.701038;46.752978
4522.1;2266.8;2772863.8;1180449.5;9.701355;46.7528
4559.6;2271.8;2772886.3;1180419.4;9.701638;46.752524
4584.8;2271.3;2772889.3;1180394.4;9.701668;46.752298
4600.8;2268.3;2772884.3;1180379.2;9.701597;46.752163
4611.3;2266.3;2772878.4;1180370.5;9.701516;46.752086
4652.1;2261.5;2772852.7;1180338.8;9.701168;46.751808
4714.8;2251.9;2772799.7;1180305.3;9.700462;46.75152
4730.2;2252.1;2772786.4;1180297.7;9.700285;46.751455
4769.3;2252.4;2772771.4;1180261.5;9.700075;46.751134
4817.1;2258.5;2772771.4;1180213.7;9.700057;46.750704
4854.7;2255.1;2772755.2;1180179.8;9.699833;46.750403
4903.4;2256.3;2772734.05;1180135.95;9.699539;46.750014
4952.1;2257.4;2772712.9;1180092.1;9.699246;46.749626
5001.3;2260.9;2772705.9;1180043.4;9.699136;46.74919
5044.8;2269.2;2772703.15;1180000;9.699084;46.7488
5088.3;2278.9;2772700.4;1179956.6;9.699032;46.74841
5131.9;2290;2772705.65;1179913.25;9.699084;46.748019
5175.6;2305.8;2772710.9;1179869.9;9.699136;46.747628
5224.1;2317;2772706.1;1179821.6;9.699055;46.747195
5280.9;2327.4;2772687.4;1179768;9.69879;46.746718
5325.9;2328.2;2772668.95;1179726.95;9.698534;46.746354
5370.9;2335.1;2772650.5;1179685.9;9.698277;46.745989
5432.6;2339.1;2772643.1;1179624.7;9.698157;46.745441
5470.4;2342.3;2772643.9;1179586.9;9.698153;46.745101
5509.5;2349.5;2772647.5;1179547.9;9.698186;46.744749
5575.8;2376.4;2772668.5;1179485.1;9.698437;46.744179
5626.1;2404.5;2772685.4;1179437.7;9.69864;46.743749
5669.3;2418.2;2772690.9;1179394.8;9.698695;46.743361
5722.9;2439.6;2772696.4;1179341.5;9.698747;46.742881
5759.4;2447.7;2772694.4;1179305.1;9.698707;46.742554
5777;2455.5;2772692.4;1179287.6;9.698675;46.742397
5815.4;2452.8;2772673.5;1179254.2;9.698415;46.742102
5854.6;2455.8;2772650.3;1179222.55;9.6981;46.741823
5893.8;2461.9;2772627.1;1179190.9;9.697784;46.741545
5952.4;2475.1;2772597.2;1179140.5;9.697374;46.741099
5998.8;2481.5;2772582.6;1179096.5;9.697167;46.740707
6016.4;2482.4;2772574.8;1179080.7;9.697059;46.740567
6049.4;2493.1;2772547.8;1179061.7;9.696698;46.740403
6095.3;2505.3;2772503.5;1179049.8;9.696114;46.740308
6159;2528.8;2772444.1;1179026.8;9.695329;46.740116
6199.1;2534.2;2772406.57;1179012.83;9.694833;46.74
6239.1;2542.9;2772369.03;1178998.87;9.694336;46.739885
6279.1;2556.4;2772331.5;1178984.9;9.69384;46.739769
6340.5;2579.8;2772270.9;1178975.2;9.693044;46.739697
6395.7;2601.4;2772216;1178981;9.692328;46.739764
6457.7;2626.1;2772156.5;1178998.4;9.691557;46.739935
6506;2651.1;2772108.8;1179005.6;9.690935;46.740012
6542.2;2670.6;2772072.55;1179004.75;9.690461;46.740014
6578.5;2683;2772036.3;1179003.9;9.689986;46.740016
6641.3;2710.4;2771973.5;1179006.6;9.689166;46.740056
6676.5;2722.4;2771938.3;1179007.4;9.688706;46.740073
6695.9;2726.2;2771920.1;1179000.9;9.688466;46.740019
6738.9;2726.8;2771881.7;1178981.5;9.687956;46.739854
6776.5;2734.6;2771845.1;1178972.7;9.687474;46.739785
6810.3;2736.2;2771811.4;1178971.5;9.687033;46.739783
6850.4;2737.1;2771771.65;1178976.85;9.686515;46.739841
6890.5;2736.7;2771731.9;1178982.2;9.685997;46.739899
6934.4;2744.7;2771688.4;1178988.3;9.68543;46.739965
6978.3;2757.6;2771644.9;1178994.4;9.684864;46.740031
7010.9;2763.1;2771613.5;1179002.9;9.684456;46.740116
