Distance;Altitude;Easting;Northing;Longitude;Latitude
1052.2;1930.5;2784877.5;1176388.3;9.856875;46.71306
1067.6;1932.1;2784890.6;1176380.2;9.857043;46.712984
1102.3;1937;2784921.4;1176364.3;9.857439;46.712832
1116.6;1939;2784933;1176356;9.857588;46.712754
1138.5;1942.3;2784949.1;1176341.1;9.857792;46.712616
1163;1945.2;2784968.9;1176326.7;9.858045;46.712481
1181;1947.4;2784985.1;1176318.7;9.858254;46.712404
1198.2;1949.7;2785001.6;1176313.9;9.858467;46.712357
1208.1;1951.1;2785011.3;1176312.1;9.858593;46.712338
1258.6;1958.9;2785061.4;1176306.13;9.859246;46.71227
1309;1966.7;2785111.5;1176300.17;9.859898;46.712203
1359.5;1974.2;2785161.6;1176294.2;9.860551;46.712135
1373.3;1976.2;2785175.3;1176292;9.860729;46.712112
1386.7;1977.8;2785187.8;1176287.3;9.860891;46.712066
1400.1;1979.7;2785199.8;1176281.4;9.861045;46.712009
1435.5;1984.8;2785227.1;1176258.8;9.861393;46.711799
1443;1985.7;2785233.7;1176255.2;9.861478;46.711765
1448.6;1986.7;2785239;1176253.5;9.861546;46.711748
1456.2;1987.7;2785246.6;1176252.9;9.861645;46.71174
1507.9;1994.1;2785298.3;1176254;9.862322;46.711736
1558.7;1999.3;2785348.9;1176249.4;9.862981;46.71168
1579.9;2000.3;2785369.8;1176245.9;9.863253;46.711643
1599;2001.9;2785388.2;1176240.8;9.863491;46.711592
1620.3;2004.3;2785407.4;1176231.7;9.863739;46.711505
1635.5;2006.6;2785422.3;1176228.3;9.863932;46.71147
1655.7;2009.3;2785442.2;1176225.3;9.864191;46.711438
1686.1;2015.9;2785472.5;1176222.5;9.864586;46.711404
1710.2;2020.2;2785496.6;1176223.5;9.864901;46.711406
1733;2018;2785519.2;1176226.7;9.865198;46.711429
1741.2;2018.4;2785527.4;1176226.6;9.865305;46.711426
1756;2019.9;2785541.8;1176223.2;9.865492;46.711391
1777.6;2021.3;2785562.1;1176216;9.865754;46.711321
1803.3;2024.6;2785584.9;1176204.2;9.866048;46.711208
1820.9;2026.5;2785600.8;1176196.6;9.866252;46.711136
1834;2027.3;2785613;1176191.7;9.86641;46.711088
1854.6;2029.7;2785629.9;1176179.9;9.866626;46.710977
1868.7;2031.6;2785642.7;1176174.1;9.866791;46.710922
1902.7;2036;2785674.6;1176162.2;9.867203;46.710806
