Distance;Altitude;Easting;Northing;Longitude;Latitude
5140.3;2076.5;2783439.6;1209016;9.8512;47.006815
5210.9;2087.7;2783431.2;1209086.1;9.851118;47.007448
5253.4;2098.8;2783421.5;1209127.5;9.851008;47.007823
5280.2;2099.9;2783406.7;1209149.9;9.850822;47.008028
5346.5;2109;2783355.6;1209192.1;9.850168;47.008422
5393.5;2121.3;2783323;1209225.9;9.849753;47.008735
5427.1;2123.6;2783308.7;1209256.3;9.849577;47.009012
5447.4;2127.6;2783307.2;1209276.6;9.849566;47.009195
5486.1;2135.7;2783320.7;1209312.9;9.849758;47.009517
5518.2;2139.4;2783336.8;1209340.6;9.84998;47.009762
5544.6;2140.7;2783350.1;1209363.4;9.850164;47.009963
5569.8;2141.4;2783360;1209386.6;9.850304;47.010169
5598.1;2141.8;2783369.7;1209413.2;9.850442;47.010406
5634.1;2147.2;2783380.1;1209447.7;9.850593;47.010713
5654;2151.2;2783384.1;1209467.1;9.850653;47.010886
5676.2;2153.8;2783385.4;1209489.3;9.850679;47.011086
5695.8;2155.4;2783382.8;1209508.7;9.850653;47.011261
5718.1;2155.1;2783374.8;1209529.6;9.850556;47.011451
5735.7;2160.2;2783367.2;1209545.4;9.850463;47.011595
5756.9;2164.1;2783366.6;1209566.6;9.850464;47.011786
5774.4;2169.4;2783373;1209582.9;9.850554;47.011931
5790;2172.2;2783386.7;1209590.4;9.850737;47.011994
5799.5;2173.8;2783395.8;1209593.2;9.850858;47.012017
5808.5;2178.3;2783404.7;1209593.7;9.850975;47.012019
5820.3;2185.7;2783415.9;1209589.8;9.851121;47.011981
5827.1;2192.5;2783422.7;1209590.3;9.851211;47.011983
5851.7;2215.8;2783444.6;1209601.4;9.851503;47.012077
5880.1;2226.5;2783467.2;1209618.6;9.851807;47.012225
5905.5;2233.9;2783488.7;1209632.2;9.852095;47.012342
5937;2244.3;2783507;1209657.8;9.852346;47.012567
5959.8;2255.2;2783512.2;1209680;9.852423;47.012765
5978.6;2262.3;2783515;1209698.6;9.852468;47.012931
5996.2;2268.5;2783511.2;1209715.8;9.852425;47.013087
6019.3;2277.8;2783497.1;1209734.1;9.852247;47.013256
6049.3;2290.1;2783471.8;1209750.2;9.851921;47.013407
6085;2298.3;2783439.5;1209765.4;9.851502;47.013553
6130.2;2316.3;2783395.5;1209775.9;9.850928;47.01366
6173.2;2325.6;2783352.7;1209780.1;9.850367;47.013709
6228.6;2339.5;2783297.5;1209784.7;9.849643;47.013766
